CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
IANXB,Otter River,Undetermined,,River,Water Feature,RIV,0c88c896849c20c3a13b681b50bfe1a6,56.4947222,-116.4558333,33-86-16-W5,Alberta,250000,1955-11-03,Alberta Culture and Tourism
IAJGG,Ottewell,Undetermined,,Urban Community,Populated Place,UNP,5065e3ccbbe111d892e2080020a0f4c9,53.5333330,-113.4333300,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IANXC,Otuskwan Peak,Undetermined,,Peak,Terrain Feature,MTN,0c88c917849c20c367fea18436422b8e,51.5402778,-115.5202778,30-12-W5,Alberta,250000,1928-04-03,Alberta Culture and Tourism
IANXD,Otway,Undetermined,,Locality,Populated Place,UNP,75fa204ec5f711d892e2080020a0f4c9,52.3669444,-114.9163889,22-39-7-W5,Alberta,50000,1961-03-02,Alberta Culture and Tourism
IANXF,Outer Rainy Hill,Undetermined,,Hill,Terrain Feature,MTN,0c88c957849c20c3c07be4e240dc0940,50.4579720,-111.2778330,"17,18-10-W4",Alberta,250000,1947-03-13,Alberta Culture and Tourism
IANXG,Outlet Creek,Undetermined,,Creek,Water Feature,RIV,0c88c9d8849c20c37b90645cfd59307d,54.5500000,-116.7833333,64-19-W5,Alberta,250000,1958-09-04,Alberta Culture and Tourism
IANXH,Outlet Lake,Undetermined,,Lake,Water Feature,LAKE,0c88c997849c20c3b1cbdb7650a9dc4c,54.7255556,-111.9205556,21-66-13-W4,Alberta,250000,1951-05-03,Alberta Culture and Tourism
IANXI,Outline Lake,Undetermined,,Lake,Water Feature,LAKE,0c88ca5a849c20c3550bc30b3e73729b,54.6697222,-111.8091667,31-65-12-W4,Alberta,250000,1951-05-03,Alberta Culture and Tourism
IANXJ,Outpost Lake,Undetermined,,Lake,Water Feature,LAKE,0c88ca1a849c20c33bcf62df6654ae7c,49.0113889,-113.4569444,7-1-26-W4,Alberta,250000,1942-09-07,Alberta Culture and Tourism
IANXK,Outpost Peak,Undetermined,,Peak,Terrain Feature,MTN,0c88cadc849c20c3bd542320ae8128b4,52.6491667,-118.2538889,42-2-W6,Alberta,50000,1935-03-05,Alberta Culture and Tourism
IANXL,Outram Lake,Undetermined,,Lake,Water Feature,LAKE,0c88ca9a849c20c3a7380fcec9646772,51.8644445,-116.8091667,33-20-W5,Alberta,50000,1961-06-07,Alberta Culture and Tourism
IATRH,Overlanders,Undetermined,,Urban Community,Populated Place,UNP,583c4483bbe111d892e2080020a0f4c9,53.5777780,-113.3833300,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IANXO,Overlea,Undetermined,,Locality,Populated Place,UNP,0c88cbb3849c20c3dfbc66935f6f85c7,55.2666667,-114.4833333,25-72-4-W5,Alberta,250000,1954-02-03,Alberta Culture and Tourism
IANXP,Overturn Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c88cb73849c20c32f37e7aa47733e34,53.0541667,-117.7030556,47-26-W5,Alberta,250000,1960-07-07,Alberta Culture and Tourism
IANXQ,Owen,Undetermined,,Railway Point,Populated Place,UNP,0c88cc5f849c20c32adb56c76e41562b,53.9130555,-118.7986111,10-57-6-W6,Alberta,250000,1980-12-02,Alberta Culture and Tourism
IANXR,Owen Creek,Undetermined,,Creek,Water Feature,RIV,0c88cc0d849c20c3c3c7af840c20d852,51.9963889,-116.6641667,35-19-W5,Alberta,50000,1960-09-01,Alberta Culture and Tourism
IANXT,Owen Lake,Undetermined,,Lake,Water Feature,LAKE,0cffcaad849c20c3d639e4c6a75ea7ea,53.3402778,-112.8863889,50-20-W4,Alberta,50000,1950-05-02,Alberta Culture and Tourism
IANXS,Owendale,Undetermined,,Locality,Populated Place,UNP,efeb4b9ed05211d892e2080020a0f4c9,49.0852778,-113.0911111,36-1-24-W4; 1-2-24-W4,Alberta,250000,1974-12-31,Alberta Culture and Tourism
IANXV,Owl Creek,Undetermined,,Creek,Water Feature,RIV,899d07b1c6cb11d892e2080020a0f4c9,50.8563888,-115.5355556,19-22-11-W5,Alberta,50000,1983-10-20,Alberta Culture and Tourism
IANXU,Owl Creek,Undetermined,,Creek,Water Feature,RIV,0c88cca0849c20c3652f0512112bd591,50.0833330,-114.3000000,13-3-W5,Alberta,50000,1959-10-28,Alberta Culture and Tourism
IANXW,Owl Creek,Undetermined,,Creek,Water Feature,RIV,0c88cd4f849c20c38197f4fb087e440e,51.4044444,-114.8861111,23-28-7-W5,Alberta,250000,1932-01-05,Alberta Culture and Tourism
IANXX,Owl Creek,Undetermined,,Creek,Water Feature,RIV,0c88cceb849c20c343ec50aa11ca0534,57.8125000,-115.2436111,101-8-W5,Alberta,250000,1944-10-12,Alberta Culture and Tourism
IANXY,Owl Lake,Undetermined,,Lake,Water Feature,LAKE,0c88cdd4849c20c389fa4f70cf73e306,50.8619445,-115.5327778,22-12-W5,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IABAG,Owl Lake,Undetermined,,Lake,Water Feature,LAKE,0c82a91b849c20c3da23e6a2889f14f6,57.1766667,-119.8136111,23-94-12-W6,Alberta,250000,1979-03-20,Alberta Culture and Tourism
IANYB,Owl River,Undetermined,,River,Water Feature,RIV,0c88ce53849c20c3709d64a4fc9fa989,54.9008333,-111.9502778,68-13-W4,Alberta,1000000,1951-05-03,Alberta Culture and Tourism
IANXZ,Owl River,Undetermined,,Locality,Populated Place,UNP,0c88cd8f849c20c34129218f15e208a3,54.8861111,-111.8855556,23-68-13-W4,Alberta,250000,1951-05-03,Alberta Culture and Tourism
IANYC,Owlseye,Undetermined,,Locality,Populated Place,UNP,c0da0aa2c6cd11d892e2080020a0f4c9,54.0663889,-111.4366667,4-59-10-W4,Alberta,250000,1971-11-01,Alberta Culture and Tourism
IANYD,Owlseye Lake,Undetermined,,Lake,Water Feature,LAKE,0c88ce97849c20c3ed87cd127c6e83d1,54.0558333,-111.3819444,35-58-10-W4,Alberta,250000,1950-07-06,Alberta Culture and Tourism
IANYF,Oxbow Lake,Undetermined,,Lake,Water Feature,LAKE,0c88cee6849c20c38e4d44274226dea1,53.5975000,-112.9461111,53-20-W4,Alberta,50000,1957-08-01,Alberta Culture and Tourism
IANYG,Oxley Creek,Undetermined,,Creek,Water Feature,RIV,0c88cfd3849c20c31680ba869575c793,50.1316667,-113.7958333,32-13-28-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IANYH,Oxville,Undetermined,,Locality,Populated Place,UNP,0c88cf75849c20c35b5c5bdb26648dc3,52.9594445,-110.2155556,10-46-2-W4,Alberta,250000,1951-04-05,Alberta Culture and Tourism
IANYI,Oxyoke Lake,Undetermined,,Lake,Water Feature,LAKE,0c88d059849c20c3c3a10e06847ea62c,52.1527777,-112.7894444,"3,4-37-20-W4",Alberta,250000,1971-03-03,Alberta Culture and Tourism
IANYJ,Oyen,Undetermined,,Town,Populated Place,TOWN,7e4220f5d05511d892e2080020a0f4c9,51.3527778,-110.4833333,34-27-4-W4,Alberta,7500000,1995-01-01,Alberta Culture and Tourism
IANYL,Oyster Creek,Undetermined,,Creek,Water Feature,RIV,0c88d09b849c20c37ff8f4d8e8fb9fd3,50.1161111,-114.6591667,13-5-W5,Alberta,50000,1960-03-03,Alberta Culture and Tourism
IANYM,Oyster Lake,Undetermined,,Lake,Water Feature,LAKE,0c88d124849c20c369d2577690d82aa3,51.5055556,-116.0063889,29-15-W5,Alberta,50000,1960-11-03,Alberta Culture and Tourism
IANYN,Oyster Peak,Undetermined,,Peak,Terrain Feature,MTN,0c88d0e3849c20c3504d49963b323af6,51.5258334,-116.0183333,29-15-W5,Alberta,50000,1924-03-31,Alberta Culture and Tourism
IANYO,Ozada,Undetermined,,Locality,Populated Place,UNP,0c88d1af849c20c3a0e3cae3d7e04526,51.1263889,-114.9891667,13-25-8-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IAQNQ,POW Hill,Undetermined,,Hill,Terrain Feature,MTN,8a24ae4ec6cb11d892e2080020a0f4c9,52.8152780,-110.8750000,25-44-7-W4,Alberta,50000,1981-08-10,Alberta Culture and Tourism
IAPWN,Pack Trail Coulee,Undetermined,,Coulee,Terrain Feature,VALL,0c89af10849c20c3f0a5bfdaadf0e1dc,50.4036111,-114.5852778,35-16-5-W5,Alberta,50000,1980-02-28,Alberta Culture and Tourism
IAPWM,Packrat Creek,Undetermined,,Creek,Water Feature,RIV,0c89ae8d849c20c318cef9f007c0c0ba,53.9150000,-118.0675000,57-1-W6,Alberta,250000,1947-07-03,Alberta Culture and Tourism
IAEWG,Paddle Prairie,Undetermined,,Hamlet,Populated Place,UNP,0c8472c4849c20c3be2fb1b1026c6220,57.9511111,-117.4722222,18-103-21-W5,Alberta,1000000,1955-05-10,Alberta Culture and Tourism
IATIX,Paddle Prairie Metis Settlement,Undetermined,,Metis Settlement,Populated Place,UNP,f7a2162bd05211d892e2080020a0f4c9,57.9047223,-117.4819444,,Alberta,50000,1990-07-05,Alberta Culture and Tourism
IAPWO,Paddle River,Undetermined,,River,Water Feature,RIV,0c89aecf849c20c3ab95fed45647b79f,54.1058334,-114.2475000,15-59-2-W5,Alberta,1000000,1945-12-08,Alberta Culture and Tourism
IAAMA,Paddle River Dam,Undetermined,,Dam,Constructed Feature,HYDR,0cff605f849c20c3dee89f07eddd77d5,53.8930556,-115.0661111,"1,2-57-8-W5",Alberta,250000,1981-06-23,Alberta Culture and Tourism
IAPWP,Paddy Creek,Undetermined,,Creek,Water Feature,RIV,0c89af92849c20c3ee7f48c33f14e4c9,53.1319445,-115.3619444,11-48-10-W5,Alberta,250000,1949-09-01,Alberta Culture and Tourism
IAQYN,Paddy's Flat,Undetermined,,Flat,Terrain Feature,PLN,0cffe708849c20c3a49e91a4f0e2cbb1,50.8850000,-114.7047222,24-22-6-W5M,Alberta,50000,1984-12-05,Alberta Culture and Tourism
IAPWQ,Padstow,Undetermined,,Locality,Populated Place,UNP,0c89af51849c20c36c440d54368d25bc,53.8375000,-115.0925000,14-56-8-W5,Alberta,250000,1950-06-02,Alberta Culture and Tourism
IAPWR,Pageant,Undetermined,,Locality,Populated Place,UNP,0c89afd3849c20c321d205111d3124cf,50.4891667,-112.8477778,5-18-21-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IAPWU,Paintearth Creek,Undetermined,,Creek,Water Feature,RIV,0c89b015849c20c39fb154f7010a67a8,52.4091667,-111.8208333,4-40-13-W4,Alberta,1000000,1951-04-05,Alberta Culture and Tourism
IAEWH,Pair Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c847282849c20c3f37dfa40326d6f95,58.5225000,-111.4497222,"109,110-9-W4",Alberta,250000,1968-04-02,Alberta Culture and Tourism
IAPWV,Pakakos Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c89b057849c20c3efb7979203d7da26,51.3036111,-115.3436111,16-27-10-W5,Alberta,250000,1980-04-14,Alberta Culture and Tourism
IAPWW,Pakan,Undetermined,,Locality,Populated Place,UNP,0cffd852849c20c374a47186d35810a7,54.0022222,-112.4050000,12-58-17-W4,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IAPWX,Pakan Creek,Undetermined,,Creek,Water Feature,RIV,0c89b0da849c20c36c537236d3c71cd0,53.9630556,-111.6700000,57-12-W4,Alberta,250000,1941-09-11,Alberta Culture and Tourism
IAPWY,Pakan Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b099849c20c332537746505a6bc3,53.9461111,-111.5286111,57-11-W4,Alberta,250000,1941-09-11,Alberta Culture and Tourism
IAUCZ,Pakashan 150D,Undetermined,,Indian Reserve,Administrative Area,IR,05073c45bbe311d892e2080020a0f4c9,55.6158333,-116.2688889,76-15-W5,Alberta,50000,1990-12-31,Indigenous and Northern Affairs Canada
IAPXB,Pakowki,Undetermined,,Locality,Populated Place,UNP,0c89b15c849c20c3b5bb93a55d1c0021,49.4647222,-110.9544444,12-6-8-W4,Alberta,50000,1947-03-13,Alberta Culture and Tourism
IAPXC,Pakowki Lake,Siksika,,Lake,Water Feature,LAKE,0c89b11b849c20c317c295f64dd97cb2,49.3066667,-110.9050000,"4,5-7,8-W4",Alberta,2000000,1947-03-13,Alberta Culture and Tourism
IAEWI,Pakwanutik River,Undetermined,,River,Water Feature,RIV,c50d2bf0d05211d892e2080020a0f4c9,58.6983333,-113.9036111,112-24-W4,Alberta,250000,1963-10-01,Alberta Culture and Tourism
IASSY,Pakwatew Ministik,Cree,,Island,Terrain Feature,ISL,0cae0ad8849c20c333b74ece7726d83d,58.5452778,-114.4566667,17-110-3-W5,Alberta,50000,1991-09-23,Alberta Culture and Tourism
IAPXE,Palliser,Undetermined,,Urban Community,Populated Place,UNP,528e1b3cbbe111d892e2080020a0f4c9,50.9666670,-114.1000000,Calgary,Alberta,50000,,Alberta Culture and Tourism
IAEWK,Palliser Pass,Undetermined,,Pass,Terrain Feature,VALL,813a31baba3411d892e2080020a0f4c9,50.7080556,-115.3875000,"20-10,11-W5",Alberta,50000,1957-10-03,Alberta Culture and Tourism
IAPXF,Palliser Range,Undetermined,,Range,Terrain Feature,MTN,0c89b19e849c20c3d935481f6ba034b6,51.3833330,-115.5666700,"27,28-11,12-W5",Alberta,250000,1956-11-02,Alberta Culture and Tourism
IAPXH,Palu Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c89b1e7849c20c38e64331d1d5aa375,53.2416667,-119.2438889,49-9-W6,Alberta,250000,1956-08-02,Alberta Culture and Tourism
IAPXK,Pangman Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0cffd893849c20c35868e5ea0f12cf54,51.7636111,-116.9561111,32-21-W5,Alberta,250000,1924-03-31,Alberta Culture and Tourism
IAPXL,Pangman Peak,Undetermined,,Peak,Terrain Feature,MTN,814443dbba3411d892e2080020a0f4c9,51.7602778,-116.9761111,32-21-W5,Alberta,50000,1957-05-02,Alberta Culture and Tourism
IAEWM,Panny River,Undetermined,,River,Water Feature,RIV,0c84731b849c20c38c2bd2cc396758bb,57.1308333,-114.8527778,94-6-W5,Alberta,1000000,1944-10-12,Alberta Culture and Tourism
IATNP,Panorama Hills,Undetermined,,Urban Community,Populated Place,UNP,54eb1e53bbe111d892e2080020a0f4c9,51.1652780,-114.1055600,Calgary,Alberta,50000,,Alberta Culture and Tourism
IAPXM,Panorama Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c89b228849c20c3caa44ab19f888cf8,51.3219445,-116.1308333,"27-15,16-W5",Alberta,250000,1959-05-07,Alberta Culture and Tourism
IAPXQ,Pans Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b2ac849c20c301fcd5e1997023dc,59.7683333,-110.3388889,"124-2,3-W4",Alberta,250000,1965-05-19,Alberta Culture and Tourism
IAPXN,Panther Falls,Undetermined,,Falls,Water Feature,FALL,89f27ab9c6cb11d892e2080020a0f4c9,52.1816666,-117.0563889,37-22-W5,Alberta,1000000,1980-02-28,Alberta Culture and Tourism
IASNA,Panther Lake,Undetermined,,Lake,Water Feature,LAKE,966d3672c6cb11d892e2080020a0f4c9,51.4650000,-115.8697222,,Alberta,50000,1991-10-17,Alberta Culture and Tourism
IAPXO,Panther Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c89b26a849c20c3a24827bc5b3d2959,51.5127778,-115.6686111,29-12-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IAPXP,Panther River,Undetermined,,River,Water Feature,RIV,0cffd8d4849c20c32f6189c2f0b9fc38,51.6538889,-115.3188889,31-10-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IATPQ,Papaschase Industrial,Undetermined,,Urban Community,Populated Place,UNP,56c47168bbe111d892e2080020a0f4c9,53.4861110,-113.4772200,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAQOU,Papineau Hill,Undetermined,,Hill,Terrain Feature,MTN,0d0828bb849c20c316ae0f4bbaf15935,52.4391667,-113.3080556,18-40-23-W4,Alberta,250000,1983-05-05,Alberta Culture and Tourism
IAPXS,Paradise Basin,Undetermined,,Basin,Terrain Feature,VALL,0c89b2ef849c20c305564fe9137dacc5,53.9516667,-119.6241667,57-11-W6,Alberta,50000,1958-12-04,Alberta Culture and Tourism
IAPXU,Paradise Creek,Undetermined,,Creek,Water Feature,RIV,0c89b330849c20c38efac0af13f2b79c,53.4872222,-117.9863889,52-28-W5,Alberta,250000,1956-08-02,Alberta Culture and Tourism
IAPXT,Paradise Creek,Undetermined,,Creek,Water Feature,RIV,0c89b374849c20c32d3a9ab1d6b1d0ff,51.4022222,-116.1591667,28-16-W5,Alberta,250000,1952-04-03,Alberta Culture and Tourism
IAPXW,Paradise Valley,Undetermined,,Valley,Terrain Feature,VALL,0c89b3b4849c20c350cdc3c84d27d998,51.3686111,-116.2175000,28-16-W5,Alberta,50000,1952-04-03,Alberta Culture and Tourism
IAPXV,Paradise Valley,Undetermined,,Village,Populated Place,VILG,81d09e33d05511d892e2080020a0f4c9,53.0327778,-110.2958333,6-47-2-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IAPXX,Paragon Peak,Undetermined,,Peak,Terrain Feature,MTN,6ecca2a9ba3411d892e2080020a0f4c9,52.6755555,-118.2886111,43-2-W6,Alberta,50000,1935-03-05,Alberta Culture and Tourism
IAPXY,Parallel Creek,Undetermined,,Creek,Water Feature,RIV,0c89b3f5849c20c3a73042d843c65fde,55.7733334,-112.6319444,19-78-17-W4,Alberta,1000000,1945-12-08,Alberta Culture and Tourism
IAPXZ,Parapet Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0c89b43a849c20c3352eb1ac3bf0ba84,51.7416667,-116.6383333,32-19-W5,Alberta,50000,1961-07-05,Alberta Culture and Tourism
IAPYA,Parapet Peak,Undetermined,,Peak,Terrain Feature,MTN,6ef11a9aba3411d892e2080020a0f4c9,52.6675000,-118.2947222,"42-2,3-W6",Alberta,50000,1965-11-02,Alberta Culture and Tourism
IATGY,Parc international de la paix Waterton-Glacier,Undetermined,,World Heritage Site,Administrative Area,PARK,116c5ff1ca0211d892e2080020a0f4c9,49.0000000,-113.8333300,,Alberta,1000000,1995-01-01,Parks Canada
IATGP,Parc national Wood Buffalo,Undetermined,,World Heritage Site,Administrative Area,PARK,7365b2ebba3411d892e2080020a0f4c9,60.2667976,-114.1678903,,Alberta,5000000,1988-04-01,Parks Canada
IATZI,Parc national du Canada Banff,Undetermined,,National Park,Administrative Area,PARK,72996237ba3411d892e2080020a0f4c9,51.6000000,-116.0500000,,Alberta,5000000,2001-01-12,Parks Canada
IATZK,Parc national du Canada Elk Island,Undetermined,,National Park,Administrative Area,PARK,72caf988ba3411d892e2080020a0f4c9,53.6144444,-112.8661111,53-20-W4,Alberta,5000000,2001-01-12,Parks Canada
IATZM,Parc national du Canada Jasper,Undetermined,,National Park,Administrative Area,PARK,733b4789ba3411d892e2080020a0f4c9,52.9833330,-118.1000000,,Alberta,5000000,2001-01-12,Parks Canada
IATZQ,Parc national du Canada Wood Buffalo,Undetermined,,National Park,Administrative Area,PARK,7365b2ebba3411d892e2080020a0f4c9,60.2667976,-114.1678903,,Alberta,5000000,2001-01-12,Parks Canada
IATZO,Parc national du Canada des Lacs-Waterton,Undetermined,,National Park,Administrative Area,PARK,7351dccaba3411d892e2080020a0f4c9,49.0944444,-113.8616667,,Alberta,5000000,2001-01-12,Parks Canada
IATGN,Parc provincial Dinosaur,Undetermined,,World Heritage Site,Administrative Area,PARK,0c8295bf849c20c3d06646b24610a87a,50.7833330,-111.5000000,,Alberta,1000000,1955-01-01,Parks Canada
IATGR,Parcs des montagnes Rocheuses canadiennes,Undetermined,,World Heritage Site,Administrative Area,PARK,5719fa32ba3611d892e2080020a0f4c9,52.0333330,-117.1083330,,Alberta,1000000,1984-12-31,Parks Canada
IAPYB,Parflesh Creek,Undetermined,,Creek,Water Feature,RIV,0c89b47b849c20c369da68e416790be9,50.9797222,-112.8136111,25-23-21-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAPYE,Park Court,Undetermined,,Locality,Populated Place,UNP,0c89b4bc849c20c33f839fb2349b87d9,53.7138889,-114.9625000,34-54-7-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IAQNP,Park Farm,Undetermined,,Locality,Populated Place,UNP,9c2fabddc6cb11d892e2080020a0f4c9,52.6788889,-110.8047222,4-43-6-W4,Alberta,50000,1981-08-10,Alberta Culture and Tourism
IAPYN,Park Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b6e8849c20c3470e4aefba9f3225,49.8100000,-112.9230556,9-10-22-W4,Alberta,250000,1970-04-16,Alberta Culture and Tourism
IAPYO,Park Lake Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,0c89b6a6849c20c31a71010f16d9eb03,49.8127778,-112.9200000,10-22-W4,Alberta,1000000,1976-12-31,Alberta Culture and Tourism
IAPYC,Parkallen,Undetermined,,Urban Community,Populated Place,UNP,52956e3dbbe111d892e2080020a0f4c9,53.5000000,-113.5166700,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAPYD,Parkbend,Undetermined,,Locality,Populated Place,UNP,0c89b4fe849c20c3a144738dfb30d856,49.2500000,-113.6166667,30-3-27-W4,Alberta,250000,1942-11-03,Alberta Culture and Tourism
IAPYF,Parkdale,Undetermined,,Urban Community,Populated Place,UNP,529ebd0ebbe111d892e2080020a0f4c9,51.0500000,-114.1333300,Calgary,Alberta,50000,,Alberta Culture and Tourism
IATRB,Parkdale,Undetermined,,Urban Community,Populated Place,UNP,58046b9dbbe111d892e2080020a0f4c9,53.5500000,-113.4680600,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAPYJ,Parker Creek,Undetermined,,Creek,Water Feature,RIV,0c89b5c7849c20c329475f0545f83ed9,54.9980556,-114.3550000,69-3-W5,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IAPYI,Parker Creek,Undetermined,,Creek,Water Feature,RIV,0c89b53e849c20c3a8dfde306bc434a9,51.8405555,-115.1091667,"32,33-8-W5",Alberta,250000,1941-11-25,Alberta Culture and Tourism
IAPYK,Parker Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b581849c20c3ad13fb8fe0a68170,55.0850000,-114.6227778,70-5-W5,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IAPYL,Parker Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c89b664849c20c37def0d5eaf4824e9,51.8019445,-115.0863889,"32,33-8-W5",Alberta,250000,1941-11-25,Alberta Culture and Tourism
IAPYM,Parker Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c89b622849c20c336d7f11e5c76a52f,52.1808333,-117.0922222,,Alberta,250000,1978-05-10,Alberta Culture and Tourism
IAPYP,Parkland,Undetermined,,Urban Community,Populated Place,UNP,52a4b07fbbe111d892e2080020a0f4c9,50.9166670,-114.0333300,Calgary,Alberta,50000,,Alberta Culture and Tourism
IAPYQ,Parkland,Undetermined,,Hamlet,Populated Place,UNP,0c89b728849c20c3b30590bbffbe6231,50.2561111,-113.6586111,16-15-27-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IASDI,Parkland Beach,Undetermined,,Summer Village,Populated Place,VILG,8250cabed05511d892e2080020a0f4c9,52.6077778,-114.0575000,10-42-1-W5,Alberta,50000,1984-01-01,Alberta Culture and Tourism
IATHQ,Parkland County,Undetermined,,Municipal District,Administrative Area,MUN1,01f27874c6ce11d892e2080020a0f4c9,53.4827780,-114.3694400,14-52-3-W5,Alberta,50000,1995-02-22,Alberta Culture and Tourism
IAPYS,Parks Creek,Undetermined,,Creek,Water Feature,RIV,0cffd921849c20c3042ab26cc984feff,51.1244445,-114.6113889,10-25-5-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IAPYU,Parks Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c89b769849c20c33b5fc87b26c5d500,51.1616666,-114.6463889,25-5-W5,Alberta,50000,1956-11-02,Alberta Culture and Tourism
IAPYV,Parkview,Undetermined,,Urban Community,Populated Place,UNP,52ab1920bbe111d892e2080020a0f4c9,53.5166670,-113.5666700,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAPYW,Parlby Creek,Undetermined,,Creek,Water Feature,RIV,6bafa3e4d05511d892e2080020a0f4c9,52.4630555,-113.0763889,23-40-22-W4,Alberta,250000,1951-01-17,Alberta Culture and Tourism
IAPYX,Parlby Lake,Undetermined,,Lake,Water Feature,LAKE,952be994d05511d892e2080020a0f4c9,52.4377778,-113.2238889,"14,15-40-23-W4",Alberta,250000,1951-01-17,Alberta Culture and Tourism
IAEWO,Parma Creek,Undetermined,,Creek,Water Feature,RIV,0c84739f849c20c3deb45d32445d967a,58.3430556,-117.2161111,108-20-W5,Alberta,250000,1945-01-09,Alberta Culture and Tourism
IAEWP,Parsons Creek,Undetermined,,Creek,Water Feature,RIV,0c84735c849c20c33a09f27e99588058,56.7961111,-111.4138889,90-9-W4,Alberta,250000,1971-07-29,Alberta Culture and Tourism
IAPZA,Parsons Industrial,Undetermined,,Urban Community,Populated Place,UNP,52b133a1bbe111d892e2080020a0f4c9,53.4666670,-113.4833300,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAPZB,Parsons Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b82c849c20c321dca91c16590b57,52.7566666,-110.7691667,"43,44-6-W4",Alberta,250000,1951-04-05,Alberta Culture and Tourism
IAPZC,Parting Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b7eb849c20c3fbf4e7d2f1d91c17,54.0305556,-114.8111111,58-6-W5,Alberta,250000,1958-01-16,Alberta Culture and Tourism
IAPZE,Partridge Hill,Undetermined,,Former Locality,Populated Place,UNP,c1c09a28c6cd11d892e2080020a0f4c9,53.6569445,-113.0975000,"54-21,22-W4",Alberta,50000,1988-12-31,Alberta Culture and Tourism
IAPZF,Partridge Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b86c849c20c397980c8e5f1a1f8d,54.4238889,-114.2158333,3-63-2-W5,Alberta,250000,1958-01-16,Alberta Culture and Tourism
IAPZH,Pasatchaw Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c89b8ac849c20c37c98366f840b3f18,53.5158334,-110.1130556,52-1-W4,Alberta,250000,1940-05-21,Alberta Culture and Tourism
IAPZJ,Pasque Creek,Undetermined,,Creek,Water Feature,RIV,0c89b930849c20c3f0476ac1db155a5d,50.0961111,-114.6161111,13-5-W5,Alberta,250000,1960-03-03,Alberta Culture and Tourism
IAPZK,Pasque Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c89b8ee849c20c3b3fc3fc104e63b77,50.1577778,-114.5988889,14-5-W5,Alberta,250000,1924-03-31,Alberta Culture and Tourism
IAEWQ,Pass Creek,Undetermined,,Railway Point,Populated Place,UNP,0c8473df849c20c33d23ccd0af92d015,54.2311111,-116.9033333,35-60-20-W5,Alberta,250000,1974-01-18,Alberta Culture and Tourism
IAPZO,Pass Creek,Undetermined,,Creek,Water Feature,RIV,0c89b972849c20c371854c610d9ea7f4,54.2466667,-116.2747222,61-16-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IASXS,Passed Away Creek,Undetermined,,Creek,Water Feature,RIV,0cae2f1c849c20c3240c2cdb72ac896e,56.3958333,-110.4341667,29-85-3-W4,Alberta,50000,1991-10-03,Alberta Culture and Tourism
IAPZP,Pastecho Lake,Undetermined,,Lake,Water Feature,LAKE,0c89b9f4849c20c32ff65cc29703051f,55.9294445,-114.4105556,80-3-W5,Alberta,250000,1954-02-03,Alberta Culture and Tourism
IAEWS,Pastecho River,Undetermined,,River,Water Feature,RIV,0c847463849c20c3e1a389f3281757f7,56.1183333,-114.2458333,82-2-W5,Alberta,1000000,1944-10-12,Alberta Culture and Tourism
