CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
IAODQ,Cripple Creek,Undetermined,,Creek,Water Feature,RIV,0c88eeb3849c20c321242f90f06a9a0e,52.2580555,-115.8836111,38-14-W5,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAODR,Crippsdale,Undetermined,,Locality,Populated Place,UNP,0c88ee4d849c20c31c5e0dab968eb577,54.1088889,-113.1513889,19-59-21-W4,Alberta,250000,1952-01-17,Alberta Culture and Tourism
IAODS,Crocodile Lake,Undetermined,,Lake,Water Feature,LAKE,0c88ef90849c20c38ffd55ed49acb360,50.0669444,-113.8063889,7-13-28-W4,Alberta,250000,1971-03-03,Alberta Culture and Tourism
IAODT,Croker Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c88eef5849c20c36afe67fb48fdf482,55.3033333,-116.6152778,73-17-W5,Alberta,250000,1954-01-14,Alberta Culture and Tourism
IAODU,Cromdale,Undetermined,,Urban Community,Populated Place,UNP,51a40942bbe111d892e2080020a0f4c9,53.5666670,-113.4666700,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAODX,Cronkhite Coulee,Undetermined,,Coulee,Terrain Feature,VALL,0c88efe2849c20c3e6246f95fc941ac5,49.4580556,-110.8597222,15-6-7-W4,Alberta,50000,1967-10-03,Alberta Culture and Tourism
IAQPI,Crooked Creek,Undetermined,,Creek,Water Feature,RIV,0c89f161849c20c31a133dbea087509b,52.0522222,-114.4227778,31-35-3 5W,Alberta,250000,1983-02-07,Alberta Culture and Tourism
IAOEB,Crooked Creek,Undetermined,,Creek,Water Feature,RIV,0c88f0f4849c20c356afd8fe6d8649b2,52.3213889,-116.2875000,39-16-W5,Alberta,250000,1933-02-15,Alberta Culture and Tourism
IAOEC,Crooked Creek,Undetermined,,Creek,Water Feature,RIV,0c88f175849c20c30b1fdf448f8378d9,52.9816667,-116.6547222,46-19-W5,Alberta,250000,1939-12-12,Alberta Culture and Tourism
IAODZ,Crooked Creek,Undetermined,,Creek,Water Feature,RIV,0c88f028849c20c387dc391af9ba8f1e,49.1163889,-113.8352778,2-29-W4,Alberta,250000,1943-05-19,Alberta Culture and Tourism
IAODY,Crooked Creek,Undetermined,,Hamlet,Populated Place,UNP,0c88f069849c20c34afc86d5c8b1201b,55.1708334,-117.8897222,26-71-26-W5,Alberta,250000,1948-01-06,Alberta Culture and Tourism
IAOEG,Crooked Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f29d849c20c3fd11166cb6edd566,54.9163889,-113.5452778,68-24-W4,Alberta,250000,1953-04-02,Alberta Culture and Tourism
IASKV,Crooked Lake,Undetermined,,Lake,Water Feature,LAKE,0caded62849c20c30e2411f3ea404d02,57.5863889,-111.7250000,15-99-11-W4,Alberta,50000,1991-09-04,Alberta Culture and Tourism
IAOEF,Crooked Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f1c6849c20c3ed8fd737f0770ea7,54.4461111,-117.2441667,63-22-W5,Alberta,250000,1976-01-16,Alberta Culture and Tourism
IASWY,Crooked Lake,Undetermined,,Lake,Water Feature,LAKE,0cae28f2849c20c3a0a73b024a030031,57.4988889,-110.2383333,15-98-2-W4,Alberta,50000,1991-10-03,Alberta Culture and Tourism
IAOEH,Crooked Rapids,Undetermined,,Rapids,Water Feature,RAP,0c88f208849c20c361005a4341312c43,56.5994444,-111.8630556,5-88-12-W4,Alberta,50000,1955-02-02,Alberta Culture and Tourism
IAOEJ,Crooked River,Undetermined,,River,Water Feature,RIV,0c88f338849c20c330c8570df03bb8a7,55.7805555,-113.2041667,78-21-W4,Alberta,250000,1954-02-03,Alberta Culture and Tourism
IAOED,Crookedheel Creek,Undetermined,,Creek,Water Feature,RIV,0c88f134849c20c390a35f6498ba8435,53.9430555,-111.0438889,19-57-7-W4,Alberta,50000,1947-09-11,Alberta Culture and Tourism
IAOEL,Cross Creek,Undetermined,,Creek,Water Feature,RIV,0c88f3c2849c20c3d9771715904deaef,50.3433333,-114.0583333,15-16-1-W5,Alberta,250000,1939-12-12,Alberta Culture and Tourism
IAOEQ,Cross Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f657849c20c3d2c8705b7c6f4163,54.5197223,-111.7177778,64-12-W4,Alberta,250000,1951-05-03,Alberta Culture and Tourism
IARMQ,Cross Lake Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,0c8a07f0849c20c3740a29226c07f44f,54.6530555,-113.7944444,"65,66-25,26-W4",Alberta,1000000,1955-01-01,Alberta Culture and Tourism
IAOEM,Crosscut Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f456849c20c3d2d4b088383906b3,54.6805556,-112.2563889,66-15-W4,Alberta,250000,1948-01-06,Alberta Culture and Tourism
IAOEN,Crossfield,Undetermined,,Town,Populated Place,TOWN,6b56393cd05511d892e2080020a0f4c9,51.4305556,-114.0308333,26-28-1-W5,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IAOEO,Crossfield Creek,Undetermined,,Creek,Water Feature,RIV,0c88f4d8849c20c358031e3f023f4d54,51.3350000,-113.5872222,27-27-26-W4,Alberta,1000000,1955-01-20,Alberta Culture and Tourism
IAOEP,Crossing Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f498849c20c349c996d1bfca682e,52.8063889,-110.9788889,44-7-W4,Alberta,250000,1951-04-05,Alberta Culture and Tourism
IAOEY,Crow Indian Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f850849c20c350cc799fa9933c9b,49.3697222,-111.7841667,5-13-W4,Alberta,1000000,1947-03-13,Alberta Culture and Tourism
IAOEZ,Crow Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f7ec849c20c357e201063120ae38,55.7997222,-112.1502778,78-14-W4,Alberta,250000,1965-04-02,Alberta Culture and Tourism
IBAAI,Crow Lake Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,0b6ed22830c711dda869080020a0f4c9,55.7991666,-112.1458332,6-32-78-14-4,Alberta,50000,2000-10-04,Alberta Culture and Tourism
IAOET,Crowchild,Undetermined,,Locality,Populated Place,UNP,0c88f6ca849c20c322b6da1c2c06cace,50.9513889,-114.2352778,17-23-2-W5,Alberta,50000,1971-03-29,Alberta Culture and Tourism
IAOEU,Crowell,Undetermined,,Railway Point,Populated Place,UNP,0cffcc35849c20c382b35f31ae83fcf2,55.8222222,-116.9766667,1-79-20-W5,Alberta,50000,1980-09-10,Alberta Culture and Tourism
IASSM,Crowfoot,Undetermined,,Locality,Populated Place,UNP,0d016842849c20c3507e5b5df5c87cdc,50.8186111,-112.6494444,25-21-20-W4,Alberta,250000,1928-12-31,Alberta Culture and Tourism
IAOEW,Crowfoot Creek,Undetermined,,Creek,Water Feature,RIV,0c88f7ab849c20c330658322405fade5,50.8025000,-112.6630556,21-20-W4,Alberta,1000000,1955-01-20,Alberta Culture and Tourism
IAOEX,Crowfoot Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0c88f752849c20c348cc643d2e03ed48,51.6375000,-116.4386111,31-18-W5,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IAOEV,Crowfoot Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c88f711849c20c333c78003661a1aa7,51.6430555,-116.4544444,31-18-W5,Alberta,250000,1959-05-07,Alberta Culture and Tourism
IAOFA,Crowlodge Creek,Undetermined,,Creek,Water Feature,RIV,6b6135bdd05511d892e2080020a0f4c9,49.6383334,-113.6266667,8-27-W4,Alberta,250000,1954-07-08,Alberta Culture and Tourism
IAOFB,Crown Creek,Undetermined,,Creek,Water Feature,RIV,0c88f891849c20c34d9b256efa51782b,58.6269444,-110.5008333,111-3-W4,Alberta,250000,1954-06-03,Alberta Culture and Tourism
IAQRM,Crowsnest,Undetermined,,Locality,Populated Place,UNP,6f5bea61ba3411d892e2080020a0f4c9,49.6305560,-114.6925000,12-8-6-W5,Alberta,250000,1939-12-12,Alberta Culture and Tourism
IAOFI,Crowsnest Creek,Undetermined,,Creek,Water Feature,RIV,0c88f8d1849c20c32497fe181694e65e,49.6300000,-114.6705556,7-8-5-W5,Alberta,50000,1934-01-10,Alberta Culture and Tourism
IAOFJ,Crowsnest Lake,Undetermined,,Lake,Water Feature,LAKE,6b6c594ed05511d892e2080020a0f4c9,49.6327778,-114.6377778,8-5-W5,Alberta,50000,1928-12-31,Alberta Culture and Tourism
IAOFK,Crowsnest Mountain,Undetermined,,Mountain,Terrain Feature,MTN,6b77caffd05511d892e2080020a0f4c9,49.7036111,-114.5738889,9-5-W5,Alberta,1000000,1928-12-31,Alberta Culture and Tourism
IAJBR,Crowsnest Pass,Undetermined,,Town,Populated Place,TOWN,7c95341fd05511d892e2080020a0f4c9,49.5888889,-114.5083333,32-7-4-W5,Alberta,7500000,1996-01-01,Alberta Culture and Tourism
IAOFD,Crowsnest Pass,Undetermined,,Pass,Terrain Feature,VALL,3df11656ba3611d892e2080020a0f4c9,49.6280556,-114.6752778,8-6-W5,Alberta,250000,1928-12-31,Alberta Culture and Tourism
IAOFN,Crowsnest Ridge,Undetermined,,Ridge,Terrain Feature,MTN,6d93d478ba3411d892e2080020a0f4c9,49.6363889,-114.6588889,"7,8-8-5-W5",Alberta,50000,1934-02-06,Alberta Culture and Tourism
IAOFO,Crowsnest River,Undetermined,,River,Water Feature,RIV,a0c588fdd05411d892e2080020a0f4c9,49.5997222,-114.0491667,34-7-1-W5,Alberta,250000,1943-04-10,Alberta Culture and Tourism
IAOFP,Crude Hill,Undetermined,,Hill,Terrain Feature,MTN,0c88f91c849c20c38fee17bd7c97810e,52.6833334,-111.0333333,43-8-W4,Alberta,250000,1954-09-02,Alberta Culture and Tourism
IAOFQ,Crummy Lake,Undetermined,,Lake,Water Feature,LAKE,0cffccf9849c20c3d216b459848a840a,57.1730555,-117.2069444,"19,30-94-20-W5",Alberta,250000,1964-07-03,Alberta Culture and Tourism
IAOFR,Crypt Falls,Undetermined,,Falls,Water Feature,FALL,0c88f95d849c20c3da0cc33df4c7c9c4,49.0055556,-113.8416667,1-29-W4,Alberta,50000,1971-06-08,Alberta Culture and Tourism
IAOFS,Crypt Lake,Undetermined,,Lake,Water Feature,LAKE,0c88fa08849c20c36b8bc7aba7920dd5,49.0013889,-113.8411111,1-29-W4,Alberta,50000,1943-05-19,Alberta Culture and Tourism
IAOFU,Crystal Lake,Undetermined,,Lake,Water Feature,LAKE,0c88faba849c20c3fefda67269d427f4,55.1913889,-118.7677778,"71-5,6-W6",Alberta,250000,1951-09-06,Alberta Culture and Tourism
IAOFT,Crystal Lake,Undetermined,,Lake,Water Feature,LAKE,0c88f99d849c20c397c75c313b1f5bec,53.3500000,-111.4341667,29-50-10-W4,Alberta,250000,1941-09-11,Alberta Culture and Tourism
IASCY,Crystal Springs,Undetermined,,Summer Village,Populated Place,VILG,a163018bd05411d892e2080020a0f4c9,52.9758334,-114.0369444,23-46-1-W5,Alberta,250000,1995-01-01,Alberta Culture and Tourism
IAOFV,Cub Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c88fa79849c20c36e45112677ff41db,56.8519444,-118.0636111,90-1-W6,Alberta,250000,1957-01-17,Alberta Culture and Tourism
IAOFW,Cucumber Creek,Undetermined,,Creek,Water Feature,RIV,0c88fb3d849c20c3f47a4820dc4b2f1a,53.9105555,-111.9775000,11-57-14-W4,Alberta,50000,1955-04-03,Alberta Culture and Tourism
IAOFX,Cucumber Lake,Undetermined,,Lake,Water Feature,LAKE,0c88fafc849c20c39d68b5fce3018e5d,53.8947222,-112.0980556,"56,57-14,15-W4",Alberta,250000,1950-05-02,Alberta Culture and Tourism
IAOFY,Cullen Creek,Undetermined,,Creek,Water Feature,RIV,0c88fb88849c20c356f029612a8978a4,51.0258333,-114.2780556,7-24-2-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IAOFZ,Culp,Undetermined,,Locality,Populated Place,UNP,c0ef8e74c6cd11d892e2080020a0f4c9,55.7522222,-117.5461111,17-78-23-W5,Alberta,250000,1994-01-23,Alberta Culture and Tourism
IAOGA,Cummings Creek,Undetermined,,Creek,Water Feature,RIV,0cffcd3a849c20c389e0883340701c21,50.2658333,-114.6550000,15-5-W5,Alberta,250000,1943-11-29,Alberta Culture and Tourism
IARWK,Curator Lake,Undetermined,,Lake,Water Feature,LAKE,9cbccfbbc6cb11d892e2080020a0f4c9,52.7925000,-117.8638889,,Alberta,50000,1987-05-05,Alberta Culture and Tourism
IAOGD,Curator Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c88fbc8849c20c35b347e176440bccb,52.7769445,-117.8477778,44-27-W5,Alberta,250000,1947-06-03,Alberta Culture and Tourism
IAOGE,Curia Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c88fcbb849c20c351b83f76e41941cd,52.7958333,-118.3383333,44-3-W6,Alberta,50000,1951-02-07,Alberta Culture and Tourism
IAOGF,Curlew,Undetermined,,Locality,Populated Place,UNP,0c88fc7b849c20c39990b913c1eef703,51.8080556,-113.4536111,2-33-25-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAQNJ,Curly Hill,Undetermined,,Hill,Terrain Feature,MTN,8a1a4e0dc6cb11d892e2080020a0f4c9,52.7383333,-111.1425000,30-43-8-W4,Alberta,50000,1981-10-16,Alberta Culture and Tourism
IAOGG,Currant Island,Undetermined,,Island,Terrain Feature,ISL,0c88fd8b849c20c3546172fd3ba2fe30,54.8577777,-111.9466667,68-13-W4,Alberta,250000,1951-05-03,Alberta Culture and Tourism
IAOGH,Currant Lake,Undetermined,,Lake,Water Feature,LAKE,0c88fcfb849c20c37fe41221fb417812,51.8416666,-110.3966667,33-3-W4,Alberta,250000,1951-11-01,Alberta Culture and Tourism
IAOGI,Currie Creek,Undetermined,,Creek,Water Feature,RIV,0c88fe51849c20c3cffa2aa7388a1383,50.8311111,-115.4577778,21-11-W5,Alberta,50000,1957-10-03,Alberta Culture and Tourism
IAOGJ,Currie Lake,Undetermined,,Lake,Water Feature,LAKE,0c88fdfc849c20c38927590589269a27,58.0547222,-110.7416667,104-5-W4,Alberta,250000,1954-06-03,Alberta Culture and Tourism
IAOGY,Curtis Lake,Undetermined,,Lake,Water Feature,LAKE,eff66f2fd05211d892e2080020a0f4c9,49.0758333,-113.4044444,34-1-26-4,Alberta,50000,1980-05-09,Alberta Culture and Tourism
IAOGM,Cushing Lake,Undetermined,,Lake,Water Feature,LAKE,0c88feb6849c20c39638dcfe9c797b6b,54.0619445,-110.4352778,58-3-W4,Alberta,1000000,1950-07-06,Alberta Culture and Tourism
IAOGO,Cut Bank,Undetermined,,Point,Terrain Feature,CAPE,0c88ffe5849c20c31b82628c1319dcbb,55.5166670,-115.9000000,22-75-13-W5,Alberta,250000,1954-02-03,Alberta Culture and Tourism
IAOGS,Cut Bank Lake,Undetermined,,Lake,Water Feature,LAKE,0c890129849c20c3d96a193550f7a791,53.6819444,-113.5147222,54-24-W4,Alberta,50000,1958-12-31,Alberta Culture and Tourism
IARFK,Cut-Off Coulee,Undetermined,,Coulee,Terrain Feature,VALL,0cfff0ea849c20c3a06148fa35c544f1,51.5677778,-112.3302778,"15,16-30-17-W4",Alberta,250000,1986-07-28,Alberta Culture and Tourism
IAOGP,Cutbank Creek,Undetermined,,Creek,Water Feature,RIV,0c88ff4d849c20c31e0d999fbb3e0582,49.0000000,-110.0725000,1-1-W4,Alberta,250000,1947-03-13,Alberta Culture and Tourism
IAOGQ,Cutbank Creek,Undetermined,,Creek,Water Feature,RIV,0c890067849c20c33809e97ffdb39a34,53.3425000,-113.8841667,50-27-W4,Alberta,1000000,1950-03-02,Alberta Culture and Tourism
IAOGR,Cutbank Lake,Undetermined,,Lake,Water Feature,LAKE,0c890027849c20c39e0ed43e08281a05,52.0561111,-112.3208333,35-35-17-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAOGT,Cutbank Lake,Undetermined,,Lake,Water Feature,LAKE,0c8900e9849c20c3d1947d5645859af5,55.2591666,-119.1247222,72-8-W6,Alberta,250000,1947-10-07,Alberta Culture and Tourism
IAOGU,Cutbank Lake,Undetermined,,Lake,Water Feature,LAKE,0c890206849c20c310514af771d7205d,55.7191667,-119.7597222,77-12-W6,Alberta,250000,1952-01-17,Alberta Culture and Tourism
IAOGV,Cutbank River,Undetermined,,River,Water Feature,RIV,0c890169849c20c38c078a2cec41c119,54.7069445,-118.5380556,66-4-W6,Alberta,1000000,1955-05-10,Alberta Culture and Tourism
IAOGW,Cuthead Creek,Undetermined,,Creek,Water Feature,RIV,0c890287849c20c3a9ddb4371b8ff703,51.3997223,-115.6805556,28-12-W5,Alberta,50000,1956-11-02,Alberta Culture and Tourism
IAOGX,Cuthead Lake,Undetermined,,Lake,Water Feature,LAKE,0c890247849c20c34fc6727fe1ea15b2,51.4491667,-115.7519444,29-13-W5,Alberta,50000,1959-12-10,Alberta Culture and Tourism
IAOGZ,Cutoff Creek,Undetermined,,Creek,Water Feature,RIV,0c8902e0849c20c325fd1e3a1f943537,52.0025000,-115.4825000,35-11-W5,Alberta,250000,1941-09-14,Alberta Culture and Tourism
IAOHA,Cutoff Creek,Undetermined,,Creek,Water Feature,RIV,0c890360849c20c3717ae3dc1d0d630f,52.6188889,-116.3669444,42-17-W5,Alberta,50000,1940-04-23,Alberta Culture and Tourism
IAOHB,Cutpick Hill,Undetermined,,Hill,Terrain Feature,MTN,0c890320849c20c3596945d7cc5524ec,54.0777778,-119.1650000,59-8-W6,Alberta,250000,1950-05-04,Alberta Culture and Tourism
IASFD,Cutt Lake,Undetermined,,Lake,Water Feature,LAKE,90a48063c6cb11d892e2080020a0f4c9,52.9002778,-118.3302778,,Alberta,50000,1989-07-27,Alberta Culture and Tourism
IAQXB,Cutthroat Creek,Undetermined,,Creek,Water Feature,RIV,f0232383d05211d892e2080020a0f4c9,50.4783333,-114.4897222,33-17-4-W5M,Alberta,250000,1984-12-05,Alberta Culture and Tourism
IAOHC,Cutting Lake,Undetermined,,Lake,Water Feature,LAKE,0c89041f849c20c30f2974a056b38885,50.6186111,-111.9538889,19-15-W4,Alberta,250000,1960-01-21,Alberta Culture and Tourism
IAOHD,Cyclamen Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c8903de849c20c3c14d741ccd15e14d,50.0738889,-114.5688889,13-5-W5,Alberta,50000,1924-03-31,Alberta Culture and Tourism
IASHA,Cyclone Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cadac5d849c20c3f4775c5037b37131,51.5688889,-116.0711111,,Alberta,250000,1960-11-03,Alberta Culture and Tourism
IAOHE,Cygnet,Undetermined,,Locality,Populated Place,UNP,0c8904d5849c20c3840b8aaea85fcd4b,52.2644445,-113.9569444,16-38-28-W4,Alberta,250000,1937-06-01,Alberta Culture and Tourism
IAOHF,Cygnet Lake,Undetermined,,Lake,Water Feature,LAKE,0c890494849c20c3a783c1d119a96b75,52.2847222,-114.0172222,"24,25-38-1-W5 38-28-W4",Alberta,250000,1951-06-07,Alberta Culture and Tourism
IAOHG,Cynthia,Undetermined,,Hamlet,Populated Place,UNP,0c890515849c20c35594cc26cc363019,53.2827778,-115.4227778,32-49-10-W5,Alberta,250000,1955-12-01,Alberta Culture and Tourism
IATWE,Cypress County,Undetermined,,Municipal District,Administrative Area,MUN1,0325a15cc6ce11d892e2080020a0f4c9,49.8730550,-110.6808330,11-6-W4,Alberta,50000,1998-11-01,Alberta Culture and Tourism
IAOHH,Cypress Hills,Undetermined,,Hills,Terrain Feature,MTN,6dacb3a9ba3411d892e2080020a0f4c9,49.5666667,-110.1333333,"7,8-1,2-W4",Alberta,5000000,1947-03-13,Alberta Culture and Tourism
IAUGN,Cypress Hills Interprovincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,0c8a07ae849c20c3e49b8dc3fd5b5313,49.6333333,-110.2083333,"7,8-1,2,3-W4",Alberta,1000000,1989-08-25,Alberta Culture and Tourism
IAOHI,Cypress Point,Undetermined,,Point,Terrain Feature,CAPE,0c8905c4849c20c3f53dabcee87814d0,59.2044445,-110.1777778,117-2-W4,Alberta,1000000,1929-06-12,Alberta Culture and Tourism
IAOHK,Czar,Undetermined,,Village,Populated Place,VILG,81a34c9fd05511d892e2080020a0f4c9,52.4547222,-110.8283333,20-40-6-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IASUJ,D.D.'s Creek,Undetermined,,Creek,Water Feature,RIV,0cae1374849c20c3fee2984d5ca3d82b,56.7119444,-110.1302778,17-89-1-W4,Alberta,50000,1991-09-04,Alberta Culture and Tourism
IAOHL,Dabbs Lake,Undetermined,,Lake,Water Feature,LAKE,0c890657849c20c34541e1ad47d10c3d,54.7661111,-111.4750000,"66,67-10-W4",Alberta,250000,1951-02-07,Alberta Culture and Tourism
IAOHM,Dagmar Lake,Undetermined,,Lake,Water Feature,LAKE,0c8906e9849c20c36c4f9ba7d322e865,58.4444444,-111.4369444,108-9-W4,Alberta,250000,1954-06-03,Alberta Culture and Tourism
IAOHN,Daigle Lake,Undetermined,,Lake,Water Feature,LAKE,0c8906a9849c20c34426aeb17838ce7b,49.3922222,-114.0288889,"14,23-5-1-W5",Alberta,250000,1941-09-14,Alberta Culture and Tourism
IAIYV,Dais Mountain,Undetermined,,Mountain,Terrain Feature,MTN,6a59d7c6d05511d892e2080020a0f4c9,52.2763889,-117.6408333,,Alberta,250000,1928-12-31,Alberta Culture and Tourism
IAOHO,Daisy Creek,Undetermined,,Creek,Water Feature,RIV,0c890775849c20c3cdda45dbe8390599,49.8500000,-114.4166700,10-4-W5,Alberta,250000,1943-08-29,Alberta Culture and Tourism
IAOHP,Dakin Lake,Undetermined,,Lake,Water Feature,LAKE,0c890735849c20c3b5f0060c9be41065,54.7758333,-112.5697222,67-17-W4,Alberta,250000,1954-06-03,Alberta Culture and Tourism
IAOHQ,Dalehurst,Undetermined,,Locality,Populated Place,UNP,0c89085b849c20c30d8b18af68423e45,53.5222222,-117.3266667,28-52-23-W5,Alberta,250000,1946-09-18,Alberta Culture and Tourism
IAOHR,Dalemead,Undetermined,,Locality,Populated Place,UNP,0c8907dc849c20c32ec903a20fe29726,50.8747223,-113.6375000,14-22-27-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IAOHS,Dalemead Lake,Undetermined,,Lake,Water Feature,LAKE,0c89089b849c20c3bb16514f9feb1a18,50.9191667,-113.6280556,"35,36-22-27-W4",Alberta,250000,1971-03-03,Alberta Culture and Tourism
IAOHT,Dalhousie,Undetermined,,Urban Community,Populated Place,UNP,51aa98f3bbe111d892e2080020a0f4c9,51.1000000,-114.1500000,Calgary,Alberta,50000,,Alberta Culture and Tourism
IAOBP,Dalkin Island,Undetermined,,Island,Terrain Feature,ISL,55a015b6c6be11d892e2080020a0f4c9,57.6363889,-111.4577778,"30,31-99-9-W4",Alberta,250000,1965-05-11,Alberta Culture and Tourism
IAOHU,Dalmuir,Undetermined,,Locality,Populated Place,UNP,55a9d9b7c6be11d892e2080020a0f4c9,53.9961111,-112.9519444,8-58-20-W4,Alberta,250000,1952-10-02,Alberta Culture and Tourism
IAOHV,Dalroy,Undetermined,,Locality,Populated Place,UNP,0cffcdbd849c20c39b74cd034e09e2b1,51.1286111,-113.6691667,14-25-27-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAOHX,Dalum,Undetermined,,Locality,Populated Place,UNP,0cffcdfd849c20c39dff72139827773d,51.2997222,-112.6308333,"8,9,16,17-27-19-W4",Alberta,250000,1976-04-30,Alberta Culture and Tourism
IATQD,Daly Grove,Undetermined,,Urban Community,Populated Place,UNP,5740cd65bbe111d892e2080020a0f4c9,53.4486110,-113.3972200,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAOHW,Daly Lake,Undetermined,,Lake,Water Feature,LAKE,0c8908db849c20c39e1133bc46c728b0,59.6222222,-110.8391667,"122-5,6-W4",Alberta,250000,1958-03-06,Alberta Culture and Tourism
IAOHZ,Damon Creek,Undetermined,,Creek,Water Feature,RIV,0c8909e2849c20c35d692c1ea0708868,49.9016667,-114.1413889,12-11-2-W5,Alberta,250000,1941-12-17,Alberta Culture and Tourism
IAOIA,Dancing Lake,Undetermined,,Lake,Water Feature,LAKE,0c890a8b849c20c37ef57d6f0aed0706,54.9986112,-113.9202778,69-26-W4,Alberta,250000,1953-04-02,Alberta Culture and Tourism
IAOIB,Daniel Creek,Undetermined,,Creek,Water Feature,RIV,0c890a2f849c20c3b46fe875e53e70ca,54.2500000,-119.3013889,61-9-W6,Alberta,250000,1950-05-04,Alberta Culture and Tourism
IAOIC,Daniels Flats,Undetermined,,Flats,Terrain Feature,BCH,0c890bed849c20c35ca186a95b0a9dca,54.0236111,-119.0513889,"58-7,8-W6",Alberta,50000,1950-05-04,Alberta Culture and Tourism
